url_sub_page,parsed_ingredients
https://www.allrecipes.com/recipe/25816/walnut-cups/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (3 ounce) package cream cheese
.5 cup butter
1 cup all-purpose flour
1 egg
1 tablespoon butter
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/25836/chewy-oatmeal-cherry-toffee-crisps/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups all-purpose flour
1 teaspoon baking soda
1 cup unsalted butter
.75 cup brown sugar
.75 cup white sugar
1 egg
1 teaspoon vanilla extract
1.5 cups rolled oats
1 cup dried cherries"
https://www.allrecipes.com/recipe/26131/cranberry-orange-oat-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup white sugar
1 cup brown sugar
.33 cup applesauce
2 eggs
2 tablespoons orange juice
1 teaspoon grated orange zest
2 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon ground cinnamon
1 dash ground nutmeg
2 cups rolled oats"
https://www.allrecipes.com/recipe/25106/old-fashioned-sugar-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups all-purpose flour
1 cup white sugar
1.5 teaspoons baking powder
.5 teaspoon salt
.5 teaspoon ground mace
1 cup butter
1 egg
1 teaspoon vanilla extract
3 tablespoons heavy cream
1 cup confectioners sugar
.5 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/25776/easy-chocolate-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (19.8 ounce) package brownie mix
1 (3.9 ounce) package instant chocolate pudding mix"
https://www.allrecipes.com/recipe/10191/snowballs-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".875 cup all-purpose flour
.5 cup butter
1 tablespoon white sugar
1 pinch salt
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10493/coconut-meringues/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 egg whites
.125 teaspoon cream of tartar
.75 cup confectioners sugar"
https://www.allrecipes.com/recipe/10546/butterscotch-lace-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups rolled oats
1 cup butter
1.5 cups packed brown sugar
.5 teaspoon salt
1 tablespoon molasses (optional)
3 tablespoons all-purpose flour
1 egg"
https://www.allrecipes.com/recipe/9631/mexican-bride-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.5 cup confectioners sugar
1 cup butter
1 pinch salt"
https://www.allrecipes.com/recipe/9563/grannys-shortbread-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.5 cup confectioners sugar
.5 teaspoon salt
.125 teaspoon ground nutmeg
1 egg yolk
2 cups all-purpose flour
1 (2.25 ounce) jar red decorator sugar"
https://www.allrecipes.com/recipe/9761/easy-carrot-cake-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup white sugar
1 teaspoon ground cloves
1 teaspoon ground nutmeg
1 teaspoon ground cinnamon
1 cup raisins
1 cup grated carrots
1 cup water
.5 cup orange juice
3 tablespoons butter
2 cups all-purpose flour
2 teaspoons baking soda"
https://www.allrecipes.com/recipe/9795/digestive-biscuits/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup whole wheat flour
.25 cup all-purpose flour
.5 teaspoon baking powder
1 tablespoon rolled oats
4 tablespoons butter"
https://www.allrecipes.com/recipe/9825/peanut-butter-shortbread-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups natural peanut butter
2 cups packed brown sugar"
https://www.allrecipes.com/recipe/9895/prize-winning-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
2 cups white sugar
3 eggs
1 cup buttermilk
1 teaspoon baking soda
1 pinch salt
4.5 cups sifted all-purpose flour
4 teaspoons baking powder"
https://www.allrecipes.com/recipe/9922/springerle-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 eggs
2 tablespoons butter
2 teaspoons baking powder
.25 teaspoon salt
2 cups white sugar"
https://www.allrecipes.com/recipe/10034/orange-drop-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups packed brown sugar
1 cup butter flavored shortening
2 eggs
1 tablespoon orange zest
.5 cup sour milk
1 teaspoon vanilla extract
3 teaspoons baking powder
3.25 cups all-purpose flour
1 cup confectioners sugar"
https://www.allrecipes.com/recipe/9987/vanishing-chocolate-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup margarine
1 cup packed brown sugar
.5 cup white sugar
2 eggs
1 teaspoon vanilla extract
1.5 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt (optional)
1 teaspoon ground cinnamon (optional)"
https://www.allrecipes.com/recipe/10857/dishpan-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups light brown sugar
2 cups white sugar
2 teaspoons vanilla extract
2 cups vegetable oil
4 eggs
4 cups all-purpose flour
2 teaspoons baking soda
1 teaspoon salt
1.5 cups quick cooking oats
4 cups cornflakes cereal"
https://www.allrecipes.com/recipe/10860/shawns-study-snacks/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 bananas
.75 cup butter
1 egg
1 cup white sugar
.25 cup packed brown sugar
1 teaspoon baking soda
2.5 cups all-purpose flour
.25 teaspoon ground nutmeg
.5 teaspoon ground cinnamon
1.5 cups rolled oats"
https://www.allrecipes.com/recipe/10862/banana-oat-and-bran-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 ripe bananas
.5 cup whole wheat flour
.25 cup wheat bran
.25 cup rolled oats
.5 cup packed brown sugar
.5 cup low-fat plain yogurt
.125 cup real maple syrup
2 egg whites
1 teaspoon ground cinnamon
.5 teaspoon salt"
https://www.allrecipes.com/recipe/10934/italian-cheesecake-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 pound ricotta cheese
2 (8 ounce) packages cream cheese
1.5 cups white sugar
4 eggs
1 teaspoon vanilla extract
3 tablespoons cornstarch
3 tablespoons all-purpose flour
.5 cup butter
.5 pint sour cream
.5 lemon"
https://www.allrecipes.com/recipe/11079/chocolate-syrup-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 cup white sugar
4 eggs
1 (16 ounce) can chocolate syrup
1 teaspoon vanilla extract
1.125 cups all-purpose flour
.5 cup chopped walnuts
.33 cup evaporated milk
.25 cup butter
1.5 cups white sugar"
https://www.allrecipes.com/recipe/11033/evil-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".67 cup butter flavored shortening
1.5 cups packed brown sugar
.75 cup white sugar
3 eggs
2 teaspoons vanilla extract
2 cups all-purpose flour
1 cup rolled oats
2 teaspoons baking powder
.5 teaspoon salt
1 cup semisweet chocolate chips"
https://www.allrecipes.com/recipe/11071/chocolate-gingerbread-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup molasses
2 (1 ounce) squares unsweetened chocolate
2.5 cups all-purpose flour
.67 cup white sugar
1 teaspoon baking powder
.5 teaspoon baking soda
1 teaspoon ground ginger
.25 teaspoon salt"
https://www.allrecipes.com/recipe/11053/caramel-brownies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".67 cup evaporated milk
1 (18.25 ounce) package German chocolate cake mix
.75 cup butter
1 cup semisweet chocolate chips
1 cup chopped walnuts"
https://www.allrecipes.com/recipe/11235/swedish-cream-wafers/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.33 cup heavy whipping cream
2 cups sifted all-purpose flour
.33 cup granulated sugar for decoration
.25 cup butter
.75 cup sifted confectioners sugar
1 egg yolk"
https://www.allrecipes.com/recipe/11192/matrimonial-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.75 cups quick cooking oats
1.75 cups all-purpose flour
1 cup packed brown sugar
1 cup butter
1 teaspoon salt
1 teaspoon baking soda
2 cups dates"
https://www.allrecipes.com/recipe/15231/special-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups rolled oats
.67 cup butter
4 egg whites
1 cup granulated artificial sweetener
1.5 cups all-purpose flour
.5 teaspoon salt
2 teaspoons baking powder
.5 cup milk
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/11627/chocolate-chip-dream/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1.5 cups graham cracker crumbs
1 cup semisweet chocolate chips
1 cup maraschino cherries"
https://www.allrecipes.com/recipe/11629/date-and-nut-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".33 cup boiling water
2 cups dates
.5 cup shortening
1 cup white sugar
.125 teaspoon ground cinnamon
.75 teaspoon salt
.125 teaspoon ground nutmeg
2 eggs
1 cup all-purpose flour
.25 teaspoon baking soda"
https://www.allrecipes.com/recipe/11634/spice-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup shortening
.75 cup white sugar
.25 cup honey
.25 cup molasses
2 teaspoons baking soda
1 teaspoon ground cinnamon
1 teaspoon ground ginger
.5 teaspoon ground cloves
2.5 cups all-purpose flour
.75 cup raisins (optional)
1 cup confectioners sugar"
https://www.allrecipes.com/recipe/16828/orange-carrot-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups shortening
2 cups white sugar
2 eggs
2 teaspoons vanilla extract
2 cups mashed cooked carrots
4 cups all-purpose flour
2 teaspoons baking powder
1 teaspoon salt
1 cup chopped walnuts
1 cup chopped walnuts
1 cup confectioners sugar"
https://www.allrecipes.com/recipe/15464/oatmeal-coconut-thin-crisps/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 cup rolled oats
3 tablespoons all-purpose flour
.5 cup butter
1 egg"
https://www.allrecipes.com/recipe/11623/grandmas-chew-bread/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 pound brown sugar
4 eggs
2 cups all-purpose flour
.5 teaspoon salt"
https://www.allrecipes.com/recipe/11526/zebra-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 (1 ounce) squares unsweetened chocolate
1.5 cups white sugar
3 egg
.5 cup vegetable oil
2 teaspoons vanilla extract
2 cups all-purpose flour
2 teaspoons baking powder"
https://www.allrecipes.com/recipe/11422/peaches-and-cream-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup shortening
1.5 cups white sugar
2 eggs
1 cup fresh peaches
3 cups all-purpose flour
1 teaspoon salt"
https://www.allrecipes.com/recipe/11407/sour-cream-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
1 teaspoon vanilla extract
1.5 cups packed brown sugar
2 eggs
1 cup sour cream
3 cups all-purpose flour
.5 teaspoon salt
1 teaspoon baking soda
.5 teaspoon baking powder"
https://www.allrecipes.com/recipe/11448/noel-crisps/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
.75 cup white sugar
1 egg
.5 teaspoon almond extract
1 cup all-purpose flour
.5 teaspoon baking powder
.5 teaspoon salt
1 cup semi-sweet chocolate chips
.75 cup flaked coconut"
https://www.allrecipes.com/recipe/11490/dutch-letter-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.25 teaspoon salt
1 cup butter
.33 cup ice water
8 ounces almond paste
1 egg
.25 cup white sugar"
https://www.allrecipes.com/recipe/16783/oatmeal-delights/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup brown sugar
1 cup white sugar
2 eggs
1 teaspoon vanilla extract
2 tablespoons milk
2 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon baking powder
1 teaspoon salt"
https://www.allrecipes.com/recipe/16078/passover-chocolate-chip-meringues/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 egg whites
.75 cup white sugar
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/15254/chocolate-walnut-rum-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup semisweet chocolate chips
1 cup white sugar
3 tablespoons light corn syrup
.5 cup dark rum"
https://www.allrecipes.com/recipe/11270/cherry-rum-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup semisweet chocolate chips
.5 cup rum
.25 cup light corn syrup
3 cups vanilla wafer crumbs
1.5 cups chopped pecans
1 cup confectioners sugar"
https://www.allrecipes.com/recipe/11096/soldier-buttons/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
1 cup butter
1 cup confectioners sugar
1 egg"
https://www.allrecipes.com/recipe/11142/margies-shortbread-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups rolled oats
1 cup all-purpose flour
1 cup packed brown sugar
1 cup butter"
https://www.allrecipes.com/recipe/11114/apricot-almond-rugalach/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup all-purpose flour
.5 cup unsalted butter
4 ounces cream cheese
.75 cup apricot jam
.25 cup white sugar
.5 cup toasted and chopped almonds
1 teaspoon lemon zest
1 egg"
https://www.allrecipes.com/recipe/10947/hedgehogs/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups walnuts
1 cup dates
2 cups flaked coconut"
https://www.allrecipes.com/recipe/10977/chocolate-chip-shortbread-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.5 cup confectioners sugar
.5 cup cornstarch"
https://www.allrecipes.com/recipe/10743/starlight-mint-surprise-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
1 cup white sugar
1 cup butter
.5 cup packed brown sugar
2 eggs
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10020/dawns-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup shortening
2 cups white sugar
4 eggs
1 teaspoon vanilla extract
4 cups all-purpose flour
2 teaspoons baking powder
1 teaspoon baking soda
1 cup buttermilk
.5 cup butter
2 cups confectioners sugar"
https://www.allrecipes.com/recipe/9958/worlds-best-cookie/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
1 cup packed brown sugar
1 egg
1 cup vegetable oil
1 teaspoon vanilla extract
1 teaspoon baking soda
3.5 cups all-purpose flour
1 cup rolled oats
.5 cup flaked coconut"
https://www.allrecipes.com/recipe/9906/date-drop-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 teaspoon salt
1 teaspoon vanilla extract
1.5 cups white sugar
2 eggs
3.5 cups sifted all-purpose flour
.75 teaspoon baking soda
5 tablespoons milk
2 cups dates"
https://www.allrecipes.com/recipe/9828/sugarless-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup all-purpose flour
1.25 teaspoons ground cinnamon
1 teaspoon baking soda
.25 teaspoon ground nutmeg
.5 teaspoon ground cloves
1 teaspoon ground allspice
.5 cup chopped walnuts
1 cup quick cooking oats
1 cup raisins
1 cup unsweetened applesauce
.5 cup vegetable oil"
https://www.allrecipes.com/recipe/9820/double-nut-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (18.25 ounce) package moist yellow cake mix
.5 cup butter
1 egg
1 cup semisweet chocolate chips"
https://www.allrecipes.com/recipe/9769/zucchini-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
1 teaspoon vanilla extract
.75 cup honey
1 egg
1 cup all-purpose flour
.125 teaspoon baking soda
1 teaspoon baking powder
1 pinch salt
1 cup rolled oats
.5 cup chopped pecans"
https://www.allrecipes.com/recipe/9724/candy-bar-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".67 cup butter
1 cup packed brown sugar
1 tablespoon vanilla extract
.5 cup light corn syrup
4 cups quick cooking oats"
https://www.allrecipes.com/recipe/9500/eggnog-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
1 teaspoon baking powder
.5 teaspoon ground cinnamon
.5 teaspoon ground nutmeg
1.25 cups white sugar
.75 cup butter
.5 cup eggnog
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10455/lemon-snowdrops/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.5 cup sifted confectioners sugar
1 teaspoon lemon extract
2 cups all-purpose flour
.25 teaspoon salt
.5 cup white sugar
2 tablespoons cornstarch
.25 teaspoon salt
.5 cup water
2 tablespoons butter
2 teaspoons lemon zest"
https://www.allrecipes.com/recipe/10437/peanut-butter-balls-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 tablespoons butter
2 cups confectioners sugar
1 cup shredded coconut
1 cup chopped walnuts
.67 cup peanut butter
.5 cup maraschino cherries"
https://www.allrecipes.com/recipe/10569/honey-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 eggs
2 cups honey
.5 cup milk
2 teaspoons baking soda"
https://www.allrecipes.com/recipe/10390/mincemeat-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups packed brown sugar
1 cup shortening
1 egg
2 cups prepared mincemeat pie filling
3.25 cups all-purpose flour"
https://www.allrecipes.com/recipe/25103/laurens-sugar-and-spice-black-pepper-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (10 ounce) package cinnamon swirl coffee cake mix
1 egg
.5 cup shortening
1 teaspoon ground cloves"
https://www.allrecipes.com/recipe/24444/peanut-butter-molasses-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".25 cup butter
.25 cup peanut butter
.5 cup white sugar
.25 cup honey
.25 cup unsulfured molasses
1 egg
1 teaspoon vanilla extract
1.33 cups all-purpose flour
.5 teaspoon baking powder
.75 teaspoon baking soda
.25 teaspoon salt
.25 teaspoon ground nutmeg
1 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/24431/shielas-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup margarine
1 cup shortening
1 cup white sugar
1 cup confectioners sugar
2 eggs
1 teaspoon lemon juice
4.5 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon cream of tartar
1 teaspoon salt
3 cups confectioners sugar
.25 cup margarine"
https://www.allrecipes.com/recipe/18484/dish-pan-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups white sugar
2 cups light brown sugar
4 eggs
2 cups vegetable oil
2 teaspoons vanilla extract
4 cups all-purpose flour
2 teaspoons baking soda
2 teaspoons salt
4 cups cornflakes cereal
1.5 cups rolled oats
1 cup flaked coconut
1 cup chopped pecans"
https://www.allrecipes.com/recipe/19224/italian-fig-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups all-purpose flour
.33 cup white sugar
.25 teaspoon baking powder
.5 cup shortening
2 tablespoons butter
.5 cup milk
1 egg
1.5 cups dried figs
.75 cup golden raisins
.25 cup slivered almonds
.25 cup white sugar
.25 cup hot water"
https://www.allrecipes.com/recipe/174865/layers-of-love-chocolate-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup all-purpose flour
.75 cup NESTLE® TOLL HOUSE® Baking Cocoa
.25 teaspoon salt
.5 cup butter
.5 cup granulated sugar
.5 cup packed brown sugar
3 large eggs
2 teaspoons vanilla extract
1 cup chopped pecans
.75 cup NESTLE® TOLL HOUSE® Premier White Morsels"
https://www.allrecipes.com/recipe/131924/peruvian-alfajores/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.25 cup confectioners sugar
.75 cup vegetable shortening"
https://www.allrecipes.com/recipe/37039/berry-almond-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 cup vanilla baking chips
2 eggs
.5 cup white sugar
1 teaspoon almond extract
1 cup all-purpose flour
.5 teaspoon salt
.5 cup any flavor of berry jam"
https://www.allrecipes.com/recipe/93291/very-cranberry-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".25 cup brown sugar
.125 cup honey
.125 cup butter
.125 cup natural peanut butter
.5 banana
1 teaspoon vanilla extract
.625 cup whole wheat flour
.125 cup oat bran
.5 cup rolled oats
.25 teaspoon baking soda
.125 teaspoon salt
1 pinch pumpkin pie spice
.5 cup dried cranberries"
https://www.allrecipes.com/recipe/228557/august-fig-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup white sugar
.25 cup golden brown sugar
1 egg
1 teaspoon vanilla extract
1.5 cups all-purpose flour
.5 teaspoon baking powder
.25 teaspoon ground cinnamon
.125 teaspoon salt
.5 cup fresh figs"
https://www.allrecipes.com/recipe/222125/healthier-no-bake-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups white sugar
.5 cup low-fat (1%) milk
.5 cup butter
4 tablespoons unsweetened cocoa powder
.5 cup crunchy peanut butter
3 cups quick-cooking oats"
https://www.allrecipes.com/recipe/233087/blueberry-oat-dream-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup quick-cooking oats
.75 cup light brown sugar
.5 cup all-purpose flour
.5 cup whole wheat flour
.5 cup butter
1 (8 ounce) package cream cheese
.5 cup white sugar
1 egg
2 tablespoons lemon juice
1 tablespoon lemon zest"
https://www.allrecipes.com/recipe/237376/funfetti-cake-batter-rice-krispies-treats/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 (16 ounce) package miniature marshmallows
2 tablespoons bourbon
1 teaspoon salt
1 cup cake mix with candy bits (such as Pillsbury® Funfetti®)
5 cups crispy rice cereal (such as Rice Krispies®)
2 cups fruit-flavored breakfast cereal (such as Post® Fruity Pebbles®)"
https://www.allrecipes.com/recipe/232398/donnas-coconut-almond-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup shortening
.75 cup white sugar
1 teaspoon almond extract
1 teaspoon vanilla extract
.25 teaspoon salt
2.25 cups all-purpose flour"
https://www.allrecipes.com/recipe/217069/energy-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 eggs
1 large ripe banana
1 cup quick-cooking rolled oats
.5 cup unsalted raw sunflower seeds
.5 teaspoon ground cinnamon
.5 cup nonfat dry milk powder
.5 cup chopped pitted dates
.5 cup raisins
.5 cup chopped walnuts
.5 cup chopped dried apricots
.5 cup toasted wheat germ"
https://www.allrecipes.com/recipe/228563/stovetop-chocolate-coconut-macaroons/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1.5 cups white sugar
.5 cup milk
2 tablespoons unsweetened cocoa powder
.25 teaspoon salt
2 cups rolled oats"
https://www.allrecipes.com/recipe/228330/the-best-gluten-free-brownies-everseriously/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup chopped walnuts
.5 (12 ounce) bag semisweet chocolate chips
1 teaspoon unsweetened cocoa powder
.25 cup tapioca flour
.25 cup sorghum flour
.25 cup teff flour
.33 cup unsweetened cocoa powder
1 teaspoon xanthan gum
1 pinch salt
.5 cup butter
1 cup white sugar
2 eggs"
https://www.allrecipes.com/recipe/229619/oatmeal-peanut-butter-chocolate-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup white sugar
.5 cup brown sugar
1 egg
1 cup all-purpose flour
1 cup rolled oats
.33 cup peanut butter
.5 teaspoon baking soda
.5 teaspoon vanilla extract
.25 teaspoon salt
1 cup chocolate chips
.5 cup confectioners sugar
.25 cup peanut butter"
https://www.allrecipes.com/recipe/228996/blueberry-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (14 ounce) can chickpeas (garbanzo beans)
.5 cup rolled oats
.5 cup brown sugar
.25 cup olive oil
2 teaspoons vanilla extract
1 teaspoon baking powder
.25 teaspoon baking soda
.25 teaspoon salt
3 cups blueberries
2 tablespoons white sugar
1 tablespoon lemon juice
2 tablespoons cornstarch
.25 cup cold water
1.5 cups rolled oats
1 cup all-purpose flour
.5 cup brown sugar
.25 cup olive oil"
https://www.allrecipes.com/recipe/255339/vanilla-rich-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3.25 cups flour
1 teaspoon baking soda
.75 teaspoon salt
1.33 cups butter
1.25 cups granulated sugar
1 cup firmly packed light brown sugar
2 eggs
4 teaspoons McCormick® Pure Vanilla Extract"
https://www.allrecipes.com/recipe/245300/easy-grain-free-almond-flour-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup blanched almond flour
.67 cup raw honey
.5 cup chopped walnuts (optional)
5 tablespoons unsweetened cocoa powder
2 eggs
.25 cup coconut oil"
https://www.allrecipes.com/recipe/241986/super-moist-no-bake-chocolate-and-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups white sugar
.5 cup milk
.5 cup butter
4 teaspoons cocoa powder
.5 cup creamy peanut butter"
https://www.allrecipes.com/recipe/239429/double-fudge-brownie-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 box brownie mix (for 13” x 9” pan)
18 to 22 ounces
.25 cup all-purpose flour
1 teaspoon Spice Islands® Pure Vanilla Extract
.5 teaspoon Spice Islands® Pure Almond Extract
2 eggs"
https://www.allrecipes.com/recipe/238475/blonde-apple-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup salted butter
1 cup white sugar
1 cup lightly packed light brown sugar
2 eggs
2 cups all-purpose flour
1 teaspoon baking powder
1 teaspoon ground cinnamon
6 McIntosh apples - peeled"
https://www.allrecipes.com/recipe/86236/fifteens/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"15 large marshmallows
15 digestive biscuits
15 red candied cherries"
https://www.allrecipes.com/recipe/147068/danish-peppernut-christmas-cookies-pebernodder/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
2 eggs
1 teaspoon ground cardamom
1 teaspoon ground cinnamon
.5 teaspoon ground nutmeg
.25 teaspoon ground cloves
1 teaspoon salt"
https://www.allrecipes.com/recipe/106546/derby-day-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
1 cup butter
.5 cup white sugar
1 cup packed brown sugar
2 eggs
5 tablespoons Kentucky bourbon"
https://www.allrecipes.com/recipe/164730/coco-scotcheroo-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".25 cup butter
.25 cup butter flavored shortening
.25 cup brown sugar
.5 cup white sugar
1 egg
.5 teaspoon vanilla extract
.5 teaspoon almond extract
1.125 cups all-purpose flour
.5 teaspoon baking soda
.5 teaspoon salt
1 cup butterscotch chips"
https://www.allrecipes.com/recipe/205553/better-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup cocoa powder
.67 cup vegetable oil
.25 cup water
.25 cup stevia powder
1 cup sugar
.75 cup soy milk
1 teaspoon vanilla"
