url_sub_page,parsed_ingredients
https://www.allrecipes.com/recipe/9979/chocolate-covered-cherry-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 cup white sugar
1 egg
1.5 teaspoons vanilla extract
1.5 cups all-purpose flour
.5 cup unsweetened cocoa powder
.25 teaspoon salt
.25 teaspoon baking soda
.25 teaspoon baking powder
1 (10 ounce) jar maraschino cherries"
https://www.allrecipes.com/recipe/9901/chocolate-brittle-surprise/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"35 unsalted soda crackers
1 cup butter
1 cup packed brown sugar"
https://www.allrecipes.com/recipe/15235/butter-snow-flakes/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
.25 teaspoon salt
.25 teaspoon ground cinnamon
1 cup butter
1 (3 ounce) package cream cheese
1 cup white sugar
1 egg yolk"
https://www.allrecipes.com/recipe/19213/cowboy-cookies-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
1 teaspoon baking powder
1 teaspoon baking soda
.5 teaspoon salt
1 cup butter
1 cup white sugar
1 cup packed brown sugar
2 eggs
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/68348/apple-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 cup white sugar
1 egg
3 medium apples - peeled
.5 cup chopped walnuts
1 cup all-purpose flour
.25 teaspoon salt
.5 teaspoon baking powder"
https://www.allrecipes.com/recipe/15300/tinas-shortbread-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.75 cups all-purpose flour
.5 teaspoon baking powder
.25 teaspoon salt
1 cup unsalted butter
.5 cup white sugar"
https://www.allrecipes.com/recipe/10338/no-bakes/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 tablespoons unsweetened cocoa powder
2 cups white sugar
.5 cup milk
.5 cup butter
3 cups quick cooking oats"
https://www.allrecipes.com/recipe/15092/chocolate-peanut-butter-bars-iv/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups graham cracker crumbs
1 cup peanut butter
1 cup butter"
https://www.allrecipes.com/recipe/11331/pumpkin-whoopie-pies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups packed brown sugar
1 cup vegetable oil
1.5 cups solid pack pumpkin puree
2 eggs
3 cups all-purpose flour
1 teaspoon salt
1 teaspoon baking powder
1 teaspoon baking soda
1 teaspoon vanilla extract
1.5 tablespoons ground cinnamon
.5 tablespoon ground ginger
.5 tablespoon ground cloves
1 egg white
2 tablespoons milk
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/9903/chewy-chocolate-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups butter
2 cups white sugar
2 eggs
2 teaspoons vanilla extract
2 cups all-purpose flour
.75 cup unsweetened cocoa powder
1 teaspoon baking soda"
https://www.allrecipes.com/recipe/25021/bobbies-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup packed brown sugar
1 cup white sugar
2 eggs
1 teaspoon vanilla extract
2 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
3 cups rolled oats
.5 cup semisweet chocolate chips"
https://www.allrecipes.com/recipe/16164/snickerdoodles-v/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup shortening
1.5 cups white sugar
2 eggs
2.75 cups sifted all-purpose flour
1 teaspoon baking soda
2 teaspoons cream of tartar
.5 teaspoon salt"
https://www.allrecipes.com/recipe/25023/chocolate-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup all-purpose flour
3 tablespoons unsweetened cocoa powder
1 teaspoon baking powder
.5 teaspoon baking soda
.5 teaspoon salt
.5 teaspoon ground cinnamon
.5 cup margarine
.5 cup brown sugar
.5 cup white sugar
1 egg
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10419/quick-peanut-butter-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup peanut butter
1 cup white sugar"
https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups flour
2 teaspoons McCormick® Ground Ginger
1 teaspoon McCormick® Ground Cinnamon
1 teaspoon baking soda
.25 teaspoon McCormick® Ground Nutmeg
.25 teaspoon salt
.75 cup butter
.75 cup firmly packed brown sugar
.5 cup molasses"
https://www.allrecipes.com/recipe/26206/pecan-sandies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup margarine
1 cup vegetable oil
1 cup white sugar
1 cup confectioners sugar
2 eggs
1 teaspoon vanilla extract
4 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon cream of tartar
1 teaspoon salt"
https://www.allrecipes.com/recipe/25068/grandmas-gingersnaps/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup margarine
1 cup white sugar
1 egg
.25 cup molasses
2 cups all-purpose flour
1 tablespoon ground ginger
1 teaspoon ground cinnamon
2 teaspoons baking soda"
https://www.allrecipes.com/recipe/11267/michelles-soft-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup margarine
1.5 cups white sugar
3 eggs
1 teaspoon vanilla extract
3.5 cups all-purpose flour
2 teaspoons cream of tartar"
https://www.allrecipes.com/recipe/10670/peanut-butter-balls-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups creamy peanut butter
.5 cup butter
4 cups confectioners sugar"
https://www.allrecipes.com/recipe/10511/white-chocolate-macadamia-cranberry-dreams/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups all-purpose flour
.75 teaspoon baking soda
.75 teaspoon salt
.75 cup white sugar
1 cup packed light brown sugar
1 cup butter
2 eggs
1 tablespoon vanilla extract
1 cup vanilla baking chips"
https://www.allrecipes.com/recipe/9768/glazed-apple-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
1.33 cups packed brown sugar
1 egg
2 cups sifted all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
1 teaspoon ground cinnamon
.5 teaspoon ground cloves
.25 teaspoon ground nutmeg
1 cup chopped walnuts (optional)
1 cup apples - peeled
1 cup raisins
.25 cup milk
1.5 cups sifted confectioners sugar
1 tablespoon butter"
https://www.allrecipes.com/recipe/15424/cheesecake-topped-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (21.5 ounce) package brownie mix
1 (8 ounce) package cream cheese
2 tablespoons butter
1 tablespoon cornstarch
1 (14 ounce) can sweetened condensed milk
1 egg"
https://www.allrecipes.com/recipe/11525/cinnamon-hazelnut-biscotti/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup butter
1 cup white sugar
2 eggs
1.5 teaspoons vanilla extract
2.5 cups all-purpose flour
1 teaspoon ground cinnamon
.75 teaspoon baking powder"
https://www.allrecipes.com/recipe/211165/pumpkin-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup all-purpose flour
.5 teaspoon baking powder
.5 teaspoon salt
.75 cup butter
1.5 cups white sugar
2 teaspoons vanilla extract
3 eggs
.25 cup cocoa powder
.5 cup semi-sweet chocolate chips
.5 cup pumpkin puree
.5 cup chopped walnuts
.75 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/22848/ashleys-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.67 cups all-purpose flour
.75 teaspoon baking powder
.5 teaspoon baking soda
.5 teaspoon salt
.75 cup butter
.75 cup packed brown sugar
.33 cup white sugar
1 egg"
https://www.allrecipes.com/recipe/9707/cranberry-pumpkin-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 cup white sugar
1 teaspoon vanilla extract
1 egg
1 cup solid pack pumpkin puree
2.25 cups all-purpose flour
2 teaspoons baking powder
1 teaspoon baking soda
.5 teaspoon salt
1 cup fresh cranberries
1 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/11266/michelles-peanut-butter-marbled-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 (3 ounce) packages cream cheese
.5 cup peanut butter
.25 cup white sugar
1 egg
2 tablespoons milk
1 cup butter or margarine
2 cups white sugar
2 teaspoons vanilla extract
3 eggs
.75 cup unsweetened cocoa powder
1.25 cups all-purpose flour
.5 teaspoon baking powder"
https://www.allrecipes.com/recipe/10978/soft-peanut-butter-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup margarine
.5 cup peanut butter
.5 cup white sugar
.5 cup packed brown sugar
1 egg
.5 teaspoon vanilla extract
.75 teaspoon baking soda"
https://www.allrecipes.com/recipe/25018/butter-rich-spritz-butter-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups all-purpose flour
.5 teaspoon salt
1 cup butter
1.25 cups confectioners sugar
2 egg yolks"
https://www.allrecipes.com/recipe/26200/peanut-butter-cookies-ix/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.75 cup brown sugar
.75 cup white sugar
.75 cup peanut butter
1 egg
1 teaspoon vanilla extract
.75 cup all-purpose flour
.25 cup whole wheat flour
1 teaspoon baking soda
.5 teaspoon salt"
https://www.allrecipes.com/recipe/64649/jo-anns-power-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup quick-cooking rolled oats
.5 cup whole wheat flour
.5 cup wheat and barley nugget cereal (e.g. Grape-Nuts™)
.5 teaspoon ground cinnamon
1 beaten egg
.25 cup applesauce
.25 cup honey
3 tablespoons brown sugar
2 tablespoons vegetable oil
.25 cup unsalted sunflower seeds"
https://www.allrecipes.com/recipe/11298/grammas-date-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups rolled oats
1.5 cups sifted pastry flour
.25 teaspoon salt
.75 teaspoon baking soda
1 cup packed brown sugar
.75 cup butter
.75 pound pitted dates
1 cup water"
https://www.allrecipes.com/recipe/43941/gingerbread-biscotti/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".33 cup vegetable oil
1 cup white sugar
3 eggs
.25 cup molasses
2.25 cups all-purpose flour
1 cup whole wheat flour
1 tablespoon baking powder
1.5 tablespoons ground ginger
.75 tablespoon ground cinnamon"
https://www.allrecipes.com/recipe/11165/gingerbread-boys/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1.5 cups white sugar
1 egg
1.5 tablespoons orange zest
2 tablespoons dark corn syrup
3 cups all-purpose flour
2 teaspoons baking soda
2 teaspoons ground cinnamon
1 teaspoon ground ginger"
https://www.allrecipes.com/recipe/10074/crackle-top-molasses-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".67 cup vegetable oil
1 cup white sugar
1 egg
.25 cup molasses
2 cups all-purpose flour
2 teaspoons baking soda
1 teaspoon ground cinnamon
1 teaspoon ground ginger"
https://www.allrecipes.com/recipe/10804/chocolate-peanut-butter-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
4 cups confectioners sugar
2 cups peanut butter
1.5 cups graham cracker crumbs"
https://www.allrecipes.com/recipe/9566/fudge-brownies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
4 (1 ounce) squares unsweetened chocolate
2 cups white sugar
4 eggs
1 cup all-purpose flour
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10618/raspberry-oatmeal-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (18.25 ounce) package yellow cake mix
2.5 cups quick cooking oats
.75 cup margarine"
https://www.allrecipes.com/recipe/58871/authentic-french-meringues/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,""
https://www.allrecipes.com/recipe/10281/chewy-chocolate-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups margarine
2 cups white sugar
2 eggs
2 teaspoons vanilla extract
2 cups all-purpose flour
.75 cup unsweetened cocoa powder
1 teaspoon baking soda"
https://www.allrecipes.com/recipe/26183/no-bake-peanut-butter-cookies-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups white sugar
.75 cup butter
.75 cup milk
.5 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/15475/stephens-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup brown sugar
1 cup white sugar
2 eggs
1 teaspoon vanilla extract
2.5 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon baking powder
.5 teaspoon salt
.67 cup white chocolate chips
.67 cup milk chocolate chips
.67 cup semisweet chocolate chips
.33 cup chopped walnuts"
https://www.allrecipes.com/recipe/16722/fudgy-brownies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup unsweetened cocoa powder
.5 teaspoon baking soda
.33 cup vegetable oil
.5 cup boiling water
2 cups white sugar
2 eggs
.33 cup vegetable oil
1.33 cups all-purpose flour"
https://www.allrecipes.com/recipe/11299/lemon-sugar-tea-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup butter
1 cup white sugar
1 egg
2 tablespoons corn syrup
1 teaspoon lemon extract
2 cups all-purpose flour
1 teaspoon baking soda"
https://www.allrecipes.com/recipe/56257/cranberry-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (12 ounce) package whole cranberries
1 cup white sugar
.75 cup water
1 (18.25 ounce) package yellow cake mix
.75 cup butter
2 eggs
1 cup rolled oats
.75 cup packed light brown sugar"
https://www.allrecipes.com/recipe/10604/cocoa-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup packed brown sugar
.5 cup white sugar
2 eggs
1 teaspoon vanilla extract
1.5 cups all-purpose flour
.33 cup unsweetened cocoa powder
1 teaspoon baking soda
.5 teaspoon salt"
https://www.allrecipes.com/recipe/10466/grandmothers-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 eggs
1 cup raisins
1 teaspoon vanilla extract
1 cup butter flavored shortening
1 cup packed brown sugar
1 cup white sugar
2.5 cups all-purpose flour
2 teaspoons baking soda
1 teaspoon salt
1 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/11272/oatmeal-carmelitas/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup all-purpose flour
.5 teaspoon baking soda
1 cup quick cooking oats
.75 cup packed brown sugar
.75 cup melted butter
.25 teaspoon salt
6 ounces semisweet chocolate chips
.5 cup chopped walnuts"
https://www.allrecipes.com/recipe/15585/scotcharoos/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup light corn syrup
1 cup white sugar
1.5 cups peanut butter
6 cups crisp rice cereal"
https://www.allrecipes.com/recipe/11466/ultimate-maple-snickerdoodles/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
1.5 teaspoons baking powder
.25 teaspoon baking soda
1.5 teaspoons ground cinnamon
.5 cup margarine
1 cup white sugar
3 tablespoons real maple syrup
1 egg"
https://www.allrecipes.com/recipe/9860/chocolate-scotcheroo-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 cup light corn syrup
1 cup peanut butter
6 cups crispy rice cereal"
https://www.allrecipes.com/recipe/10356/never-fail-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup white sugar
.75 cup packed brown sugar
2 eggs
1 teaspoon vanilla extract
1 cup butter
2.5 cups all-purpose flour
1 teaspoon salt
1 teaspoon baking soda"
https://www.allrecipes.com/recipe/15149/sugar-cookie-cutouts/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
2 eggs
1 teaspoon vanilla extract
3.75 cups all-purpose flour
2 teaspoons baking powder"
https://www.allrecipes.com/recipe/15161/cowboy-cookie-mix-in-a-jar/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.33 cups rolled oats
.5 cup packed brown sugar
.5 cup white sugar
.5 cup chopped pecans
1 cup semisweet chocolate chips
1.33 cups all-purpose flour
1 teaspoon baking powder"
https://www.allrecipes.com/recipe/223234/macaron-french-macaroon/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 egg whites
.25 cup white sugar"
https://www.allrecipes.com/recipe/10601/peanut-butter-cocoa-no-bake-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups white sugar
.5 cup butter
.5 cup milk
.33 cup unsweetened cocoa powder
.67 cup peanut butter
3 cups quick cooking oats"
